previewURI	title	subtitle	ingredients	allergies	diets	categories
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sweet-potato-nachos-11b6397.jpg?quality=90&webp=true&resize=440,400	Sweet potato nachos	Everyone will love these easy veggie nachos. They're full of calcium and fibre and contain 3 of your 5-a-day, so make a great better-for-you film night snack	"[""sweet potatoes"", ""rapeseed oil"", ""black beans"", ""tomato salsa"", ""cheddar"", ""avocado"", ""lime"", ""bunch coriander"", ""red onion""]"	[]	"[""Pescetarian"", ""Vegetarian"", ""Kosher"", ""Halal"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Lunch"", ""Dinner""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/harissa-crumbed-fish-with-lentils-peppers-31f9624.jpg?quality=90&webp=true&resize=440,400	Harissa-crumbed fish with lentils & peppers	This smoky cod dish makes a great midweek meal – it's quick, low calorie and made in just one pan, which saves on washing up	"[""puy lentils"", ""red peppers"", ""black olives"", ""lemon"", ""rapeseed oil"", ""cod fillets"", ""fresh breadcrumbs"", ""harissa"", ""flat-leaf parsley""]"	"[""Fish""]"	"[""Pescetarian"", ""Vegetarian"", ""Kosher"", ""Halal"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Lunch"", ""Dinner"", ""Seafood""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-338576_12-d97fbf5.jpg?quality=90&webp=true&resize=440,400	Easy Thai prawn curry	Try our easy Thai prawn curry on a busy weeknight. This quick dinner is ready in under 20 minutes and flavoured with warming red Thai curry paste	"[""vegetable oil"", ""onion"", ""root ginger"", ""Thai red curry paste"", ""tomatoes"", ""coconut cream"", ""prawns"", ""coriander""]"	"[""Fish"", ""Shellfish""]"	"[""Pescetarian"", ""Vegetarian"", ""Kosher"", ""Halal"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Lunch"", ""Dinner"", ""Seafood""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-800500_11-6e543cc.jpg?quality=90&webp=true&resize=440,400	Easy paella	Whip up this easy version of the traditional Spanish seafood dish straight from the storecupboard. Add extras such as chorizo and peas if you like	"[""olive oil"", ""onion"", ""dried thyme"", ""risotto rice"", ""white wine"", ""tomatoes"", ""chicken stock"", ""frozen seafood mix"", ""lemon""]"	"[""Fish"", ""Shellfish""]"	"[""Pescetarian"", ""Vegetarian"", ""Kosher"", ""Halal"", ""Dairy free"", ""Vegetarian"", ""Non-spicy"", ""Gluten free""]"	"[""Lunch"", ""Dinner"", ""Rice"", ""Seafood""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cosmopolitan-7a6874f.jpg?quality=90&webp=true&resize=375,341	Cosmopolitan cocktail	Lipsmackingly sweet and sour, the Cosmopolitan cocktail of vodka, cranberry, orange liqueur and citrus is a good-time in a glass. Perfect for a party	"[""lemon vodka"", ""triple sec"", ""cranberry juice"", ""lime juice"", ""ice""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/passionfruit-pornstar-martini-df3bbfb.jpg?quality=90&webp=true&resize=375,341	Passion fruit martini	This easy passion fruit cocktail is bursting with zingy flavours and is perfect for celebrating with friends. Top with prosecco for a special tipple	"[""passion fruit"", ""vanilla vodka"", ""passoa"", ""lime juice"", ""sugar syrup"", ""prosecco""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/raspberry_gin-1b7e4d8.jpg?quality=90&webp=true&resize=375,341	Raspberry gin	Preserve the taste of summer in a bottle with this raspberry gin, perfect topped up with tonic. The gin will keep its lovely pink hue for a few months	"[""raspberries"", ""sugar"", ""gin""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sex_on_the_beach-621ae6e.jpg?quality=90&webp=true&resize=375,341	Sex on the beach cocktail	Combine vodka with peach schnapps and cranberry juice to make a classic sex on the beach cocktail. Garnish with cocktail cherries and orange slices	"[""ice"", ""vodka"", ""peach schnapps"", ""oranges"", ""cranberry juice"", ""glacé cherries""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/gin_iced_tea-7addd18.jpg?quality=90&webp=true&resize=375,341	Pink gin iced tea	Blend pink gin with iced tea and you have this unique cocktail, made with spiced rum, elderflower and pink grapefruit. Serve in a jug for a sharing cocktail	"[""elderflower cordial"", ""elderflower cordial"", ""elderflower cordial"", ""elderflower cordial"", ""spiced rum"", ""pink gin"", ""chamomile tea""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/classic-negroni-dfc0ca9.jpg?quality=90&webp=true&resize=375,341	Pink negroni	Go pink with this fabulous cocktail flavoured with pink gin, rose vermouth and Aperol. Garnish with a wedge of pink grapefruit and a basil leaf to serve	"[""pink grapefruit"", ""ice"", ""Aperol"", ""rose vermouth"", ""pink gin""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mojito-10c6621.jpg?quality=90&webp=true&resize=375,341	Mojito pitcher	Make a jug of refreshing mojitos to share, so you can spend more time with your guests. Try our three twists on this classic cocktail, too	"[""sparking water"", ""white rum"", ""ice"", ""mint sprigs"", ""granulated sugar"", ""limes""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/12/Brandy-sour-df7f189.jpg?quality=90&webp=true&resize=375,341	Brandy sour	Treat yourself to the classic cocktail brandy sour. With lemon juice and egg white, it's silky smooth and delicious. Serve with a slice of lemon and cherry	"[""ice"", ""brandy"", ""egg white"", ""Angostura bitters"", ""maraschino cherry"", ""lemon juice""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/hurricane-62b2c43.jpg?quality=90&webp=true&resize=375,341	Hurricane cocktail	Our tropical, rum-based hurricane cocktail is easy to make and sure to get your party started. Garnish with orange and cocktail cherries for a kitsch touch	"[""orange"",""cocktail cherries"", ""grenadine"", ""sugar syrup"", ""lemon juice"", ""orange juice"", ""passion fruit"", ""white rum""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/white-wine-sangria-8df2af3.jpg?quality=90&webp=true&resize=375,341	Easy white sangria	Try this refreshing twist on a traditional sangria and use white wine instead of red with elderflower to complement the fruit. Perfect for summer parties	"[""raspberries"", ""peaches"", ""limes"", ""elderflower cordial"", ""ginger wine, ""white wine""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bucks-fizz-flute-glass-9d2d103.jpg?quality=90&webp=true&resize=375,341	Buck's fizz	The simple and classic combination of orange juice and champagne makes a perfect cocktail for a celebratory brunch or party	"[""champagne"", ""orange juice""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-444737_11-c63e0c7.jpg?quality=90&webp=true&resize=375,341	Mulled wine cocktail	The perfect party drink, as it can be made well ahead, then brought out of the fridge as guests arrive – or serve it hot for a traditional winter warmer	"[""lemon"", ""water"", ""cloves"", ""cinnamon"", ""star anise"", ""light muscovado sugar""]"	[]	"[""Vegetarian"", ""Kosher"", ""Dairy free"", ""Non-spicy"", ""Gluten free""]"	"[""Cocktail""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/alpine-fries-c435b22.jpg?quality=90&webp=true&resize=375,341	Alpine fries	Indulge in French fries topped with melted cheese, ham and pickles. Serve as a side dish or an easy snack for entertaining friends and family	"[""pickled cornichons"", ""smoked ham slices"", ""raclette cheese"", ""French fries""]"	[]	"[""Non-spicy""]"	"[""Lunch"", ""Dinner""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-chilli-be48585.jpg?quality=90&webp=true&resize=375,341	Vegan chilli	This vegan chilli packs in plenty of vegetables and doesn’t fall short on the flavour front. Serve it with rice or in jacket potatoes for a filling supper	"[""oregano"",""garlic cloves"", ""celery sticks"", ""carrots"", ""onion"", ""cumin"", ""paprika"", ""sweet potatoes"", ""olive oil"", ""tomato purée""]"	[]	"[""Pescetarian"", ""Vegetarian"", ""Vegan"", ""Kosher"", ""Halal"", ""Gluten free"", ""Dairy free""]"	"[""Lunch"", ""Dinner""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/hdp-jambalaya-440-400-f14ba7f.jpg?quality=90&webp=true&resize=375,341	Vegan jambalaya	Enjoy a delicious plant-based dinner with this vegan rice and bean one-pot. It's packed with all five of your 5-a-day, as well as iron, vitamin C and fibre	"[""brown basmati rice"", ""dried oregano"", ""chilli flakes"", ""smoked paprika"", ""yellow pepper"", ""celery sticks"", ""onion"", ""olive oil"", ""chopped tomatoes"", ""butter beans""]"	[]	"[""Pescetarian"", ""Vegetarian"", ""Vegan"", ""Kosher"", ""Halal"", ""Gluten free"", ""Dairy free"", ""Sugar free""]"	"[""Lunch"", ""Dinner"", ""Rice""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/brownies-ba587aa.jpg?quality=90&webp=true&resize=375,341	Vegan brownies	Try these soft, squidgy brownies, without the dairy or eggs. They're perfect for vegans and people following a Dairy free diet and taste utterly divine.	"[""baking powder"", ""cocoa powder"", ""ground almonds"", ""self-raising flour"", ""vegan margarine"", ""coffee granules"", ""dark chocolate"", ""ground flaxseed""]"	[]	"[""Pescetarian"", ""Vegetarian"", ""Vegan"", ""Kosher"", ""Halal"", ""Gluten free"", ""Dairy free""]"	"[""Lunch"", ""Dinner"", ""Breakfast"", ""Dessert""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-meatballs-cc1ede5.jpg?quality=90&webp=true&resize=375,341	Vegan meatballs	Try a vegan version of meatballs, made with mushrooms, oats and black beans and topped with a delicious tomato sauce. Serve with spaghetti or polenta	"[""black beans"", ""sweet smoked paprika"", ""garlic cloves"", ""onion"", ""olive oil"", ""dried porcini mushrooms""]"	[]	"[""Pescetarian"", ""Vegetarian"", ""Vegan"", ""Kosher"", ""Halal"", ""Gluten free"", ""Dairy free"", ""Sugar free""]"	"[""Lunch"", ""Dinner"", ""Pasta""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/Kale-Pesto-df3faaf.jpg?quality=90&webp=true&resize=375,341	Vegan kale pesto pasta	Whizz up kale, pumpkin seeds, basil and garlic to make this easy kale pesto. It's perfect stirred through wholemeal spaghetti for a healthy vegan meal	"[""wholemeal spaghetti"", ""nutritional yeast"", ""extra virgin olive oil"", ""pumpkin seeds"", ""garlic clove"", ""basil"", ""kale""]"	"[""Wheat""]"	"[""Pescetarian"", ""Vegetarian"", ""Vegan"", ""Kosher"", ""Halal"", ""Gluten free"", ""Dairy free"", ""Sugar free""]"	"[""Lunch"", ""Dinner"", ""Pasta""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/slow-cooker-chilli-1c68664.jpg?quality=90&webp=true&resize=375,341	Slow cooker chilli con carne	Use whichever beans you have in the cupboard for this richly spiced beef and chipotle slow cooker chilli. It's a perfect meal to prepare for busy weeknights	"[""tortilla chips"", ""dark chocolate"", ""black beans"", ""beef stock"", ""smoked paprika"", ""ground cumin"", ""garlic cloves"", ""red pepper"", ""celery stick"", ""onion"", ""beef mince"", ""olive oil""]"	"[""Wheat"", ""Milk""]"	"[""Gluten free"", ""Dairy free""]"	"[""Lunch"", ""Dinner"", ""Meat"", ""Rice""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pulled-chicken-ecb7673.jpg?quality=90&webp=true&resize=375,341	Slow cooker pulled chicken	Try this slow cooked smoky chicken as an easy alternative to pulled pork. It's best served in a bun or with rice, and makes a simple dish for a family meal	"[""burger buns"", ""lime"", ""light brown soft sugar"", ""barbecue sauce"", ""passata"", ""chipotle paste"", ""paprika"", ""garlic cloves"", ""onions"", ""chicken thighs"", ""vegetable oil""]"	"[""Wheat""]"	"[""Kosher"", ""Halal"", ""Dairy free""]"	"[""Lunch"", ""Dinner"", ""Pasta""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-879453_11-5257860.jpg?quality=90&webp=true&resize=375,341	Pumpkin soup	Whip up this easy pumpkin soup as a starter for a dinner party or a light supper when you need a bit of comfort – it has a lovely silky texture	"[""double cream"", ""vegetable stock"", ""pumpkin"", ""onions"", ""olive oil""]"	"[""Milk""]"	"[""Pescetarian"", ""Vegetarian"", ""Vegan"", ""Kosher"", ""Halal"", ""Gluten free"", ""Dairy free""]"	"[""Lunch"", ""Dinner"", ""Soup""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mushroom_soup-9b55c55.jpg?quality=90&webp=true&resize=375,341	Mushroom soup	Make the most of mushrooms with this comforting mushroom soup recipe made with cream, onions and garlic. Serve for lunch or as a starter with crusty bread	"[""single cream"", ""bay leaf"", ""chicken stock"", ""plain flour"", ""mushrooms"", ""garlic clove"", ""onions"", ""butter""]"	"[""Milk"", ""Wheat""]"	"[""Kosher"", ""Halal"", ""Gluten free"", ""Non-spicy""]"	"[""Lunch"", ""Dinner"", ""Soup""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/russian-wild-mushroom-and-barley-soup_2-f103f5b.jpg?quality=90&webp=true&resize=375,341	Healthy mushroom soup	Make this hearty mushroom soup with pearl barley for a filling and healthy lunch or supper. Serve with a dollop of soured cream and crusty bread on the side	"[""chicken stock"", ""pearl barley"", ""celery"", ""carrot"", ""mushrooms"", ""unsalted butter"", ""olive oil"", ""porcini mushrooms""]"	"[""Milk""]"	"[""Kosher"", ""Halal"", ""Gluten free"", ""Non-spicy"", ""Sugar free""]"	"[""Lunch"", ""Dinner"", ""Soup""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken_pasta_bake-06fe2d6.jpg?quality=90&webp=true&resize=375,341	Chicken pasta bake	Enjoy this gooey cheese and chicken pasta bake for the ultimate weekday family dinner. Serve straight from the dish with a dressed green salad	"[""mozzarella"", ""chicken breasts"", ""mascarpone"", ""caster sugar"", ""chopped tomatoes"", ""chilli flakes"", ""garlic cloves"", ""onion"", ""olive oil""]"	"[""Milk""]"	"[""Kosher"", ""Halal""]"	"[""Lunch"", ""Dinner"", ""Pasta""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beet-hummus-crispy-chickpeas-subs-b705a73.jpg?quality=90&webp=true&resize=375,341	Beetroot, hummus & crispy chickpea sub sandwich	Load up a sub with homemade hummus, beetroot, chickpeas and salad to make this filling vegan sandwich. An ideal lunch for when hunger strikes	"[""mixed rocket"", ""ciabatta rolls"", ""vinegar"", ""olive oil"", ""vegan pesto"", ""chickpeas"", ""beetroot""]"	"[""Wheat""]"	"[""Kosher"", ""Halal"", ""Non-spicy"", ""Sugar free"", ""Vegan"", ""Vegetarian"", ""Dairy free""]"	"[""Lunch"", ""Dinner"", ""Soup""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/saucy-bean-baked-eggs-d582e18.jpg?quality=90&webp=true&resize=375,341	Saucy bean baked eggs	Make these five-ingredient baked eggs with tomatoes and beans using storecupboard staples. It's a quick, easy, tasty and healthy dish	"[""wholemeal rye bread"", ""smoked ham"", ""eggs"", ""baby spinach"", ""mixed bean salad"", ""cherry tomatoes""]"	"[""Eggs"", ""Wheat""]"	"[""Non-spicy"", ""Dairy free""]"	"[""Lunch"", ""Dinner"", ""Breakfast""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/swedish-smoked-salmon-spinach-gratin-8cb78d9.jpg?quality=90&webp=true&resize=375,341	Smoked salmon & spinach gratin	Make this easy Swedish-inspired smoked salmon and spinach gratin with just four ingredients. Serve with potatoes and roasted beets – perfect for entertaining	"[""double cream"", ""smoked raw salmon fillets"", ""butter"", ""spinach""]"	"[""Milk""]"	"[""Pescetarian"", ""Non-spicy"", ""Vegetarian"", ""Kosher"", ""Halal"", ""Paleo""]"	"[""Lunch"", ""Dinner"", ""Seafood""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/banana_galette-5eb2549.jpg?quality=90&webp=true&resize=375,341	Caramelised banana & chocolate galette	Impress friends and family with this simple, 5-ingredient galette with caramelised banana and chocolate. This easy dessert goes wonderfully with ice cream	"[""vanilla ice cream"", ""light brown soft sugar"", ""bananas"", ""puff pastry"", ""dark chocolate"", ""hazelnuts""]"	"[""Peanuts"", ""Wheat"", ""Milk""]"	"[""Non-spicy"", ""Vegetarian"", ""Kosher"", ""Halal""]"	"[""Lunch"", ""Dinner"", ""Breakfast"", ""Dessert""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/white-fish-with-sesame-noodles-90a7e31.jpg?quality=90&webp=true&resize=375,341	White fish with sesame noodles	Whip up this tasty seabass served with spinach, noodles and sesame seeds in just 20 minutes. It makes a great choice if you're looking for a speedy supper	"[""seabass fillets"", ""spinach leaves"", ""rice vinegar"", ""oil"", ""soy sauce"", ""toasted sesame seeds"", ""soba""]"	"[""Fish"", ""Soy"", ""Wheat""]"	"[""Non-spicy"", ""Vegetarian"", ""Kosher"", ""Halal"", ""Dairy free""]"	"[""Lunch"", ""Dinner"", ""Seafood"", ""Noodles""]"
https://images.immediate.co.uk/production/volatile/sites/30/2020/08/leek-frittata-1e48708.jpg?quality=90&webp=true&resize=375,341	Prawn & leek frittata	Omelettes step aside, this four-ingredient frittata is a speedy weeknight lifesaver that's packed with flavour and goes well with salad or crusty bread	"[""garlic & herb cream cheese"", ""eggs"", ""king prawns"", ""leeks""]"	"[""Shellfish"", ""Eggs""]"	"[""Non-spicy"", ""Vegetarian"", ""Kosher"", ""Halal""]"	"[""Lunch"", ""Seafood"", ""Breakfast""]"
